1,1272.82,984.398,0,0,0,0
2,1378.55,1150.11,0,0,0,0
3,1378.55,1099.11,0,0,0,0
4,1399.41,1087.05,0,0,0,0
5,1399.41,1117.26,1,0.00666667,0,0
6,1399.41,1035.11,1,0.00666667,0,0
7,1408.86,1054.82,2,0.02,0,0
8,1479.94,1081.08,1,0.0133333,0,0
9,1479.94,1024.13,1,0.0133333,0,0
10,1479.94,1014.45,1,0.00666667,0,0
11,1479.94,1041.67,1,0.00666667,0,0
12,1485.9,985.888,1,0.02,0,0
13,1485.9,1082.04,1,0.0266667,0,0
14,1485.9,1071.63,1,0.04,0,0
15,1485.9,1028.82,1,0.0266667,0,0
16,1485.9,1119.6,1,0.0466667,0,0
17,1485.9,1131.83,1,0.0333333,0,0
18,1485.9,1045.27,2,0.0333333,0,0
19,1485.9,990.789,1,0.02,0,0
20,1485.9,1075.9,1,0.00666667,0,0
21,1485.9,1085.86,1,0.00666667,0,0
22,1485.9,1089.08,1,0.0133333,0,0
23,1485.9,1080.79,1,0.0266667,0,0
24,1485.9,1102.71,1,0.02,0,0
25,1485.9,1042.5,1,0.0266667,0,0
26,1485.9,1091.55,1,0.0266667,0,0
27,1485.9,1082.76,1,0.02,0,0
28,1485.9,1102.24,3,0.04,0,0
29,1485.9,1047.55,1,0.04,0,0
30,1485.9,1036.37,2,0.0733333,0,0
31,1487.96,1027.72,2,0.1,0,0
32,1487.96,1023.87,2,0.106667,0,0
33,1487.96,989.39,2,0.106667,0,0
34,1487.96,1036.84,1,0.0733333,0,0
35,1487.96,1031.28,1,0.0466667,0,0
36,1487.96,956.55,2,0.0866667,0,0
37,1487.96,1068.91,1,0.0466667,0,0
38,1487.96,1048.05,1,0.0933333,0,0
39,1487.96,1097.87,1,0.0733333,0,0
40,1487.96,1050.93,1,0.06,0,0
41,1487.96,1053.77,2,0.0733333,0,0
42,1487.96,1125.3,3,0.106667,0,0
43,1487.96,1096.66,1,0.12,0,0
44,1487.96,1059.58,2,0.1,0,0
45,1487.96,1054.23,2,0.12,0,0
46,1487.96,1009.85,2,0.133333,0,0
47,1487.96,996.445,2,0.14,0,0
48,1487.96,1080.09,2,0.146667,0,0
49,1487.96,1013.26,2,0.133333,0,0
50,1487.96,1088.99,2,0.153333,0,0
51,1487.96,1070.68,2,0.126667,0,0
52,1487.96,1072.33,2,0.126667,0,0
53,1487.96,1042.44,2,0.166667,0,0
54,1604.34,1053.22,2,0.16,0,0
55,2961.89,1029.38,2,0.186667,0,0
56,2961.89,1021.62,2,0.16,0,0
57,2961.89,1090.62,2,0.126667,0,0
58,2961.89,1136.03,2,0.16,0,0
59,2961.89,1113.53,2,0.14,0,0
60,2961.89,1074.71,2,0.133333,0,0
61,2961.89,1182.96,2,0.153333,0,0
62,2961.89,1088.44,2,0.16,0,0
63,2961.89,1121,2,0.146667,0,0
64,2961.89,1053.66,2,0.166667,0,0
65,2961.89,1123.19,2,0.126667,0,0
66,2961.89,1066.37,2,0.153333,0,0
67,2961.89,1111.49,2,0.173333,0,0
68,2961.89,1050.01,2,0.246667,0,0
69,2961.89,1112.92,2,0.16,0,0
70,2963.71,1032.88,2,0.173333,0,0
71,2963.71,1088.98,2,0.173333,0,0
72,2963.71,1052.87,2,0.12,0,0
73,2963.71,1074.17,2,0.1,0,0
74,2963.71,1132.2,2,0.1,0,0
75,2963.71,1112.52,2,0.173333,0,0
