1,0,1.1633
2,0,1.48658
3,0,1.48658
4,1,13.8802
5,1,13.8806
6,1,13.8806
7,1,13.8807
8,1,13.8807
9,1,13.8807
10,1,13.8807
11,1,13.8807
12,1,13.8807
13,1,13.8807
14,1,13.8807
15,1,13.8807
16,1,13.8811
17,1,13.8811
18,1,13.8811
19,1,13.8811
20,1,13.8811
21,1,13.8811
22,1,13.8811
23,1,13.8811
24,1,13.8811
25,1,13.8811
26,1,13.8811
27,1,13.8811
28,1,13.8811
29,1,13.8811
30,1,13.8811
31,1,13.8811
32,1,13.8811
33,1,13.8811
34,1,13.8811
35,1,13.8811
36,1,13.8811
37,1,13.8811
38,1,13.8811
39,1,13.8811
40,1,13.8811
41,1,13.8811
42,1,13.8811
43,1,13.8811
44,1,13.8811
45,1,13.8811
46,1,13.8811
47,1,13.8811
48,1,13.8811
49,1,13.8811
50,1,13.8811
51,1,13.8811
52,1,13.8811
53,1,13.8818
54,1,13.8818
55,1,13.8818
56,1,13.8818
57,1,13.8859
58,1,13.8859
59,1,13.8859
60,1,13.8859
61,1,13.8859
62,1,13.8859
63,1,13.8859
64,1,13.8859
65,1,13.8864
66,1,13.8866
67,1,13.8866
68,1,13.8866
69,1,13.8866
70,1,13.8866
71,1,13.8866
72,1,13.8866
73,1,13.8866
74,1,13.8884
75,1,13.8884
76,1,13.8884
77,1,13.8884
78,1,13.8884
79,1,13.8884
80,1,13.8884
81,1,13.8884
82,1,13.8884
83,1,13.8884
84,1,13.8884
85,1,13.8884
86,1,13.8884
87,1,13.8884
88,1,13.8884
89,1,13.8884
90,1,13.8884
91,1,13.8884
92,1,13.8884
93,1,13.8884
94,1,13.8884
95,1,13.8884
96,1,13.8884
97,1,13.8884
98,1,13.8884
99,1,13.8884
100,1,13.8884
101,1,13.8884
102,1,13.8884
103,1,13.8884
104,1,13.8884
105,1,13.8884
106,1,13.8888
107,1,13.8888
108,1,13.8888
