1,9.47396,3.03835,3,0.0933333
2,10.2618,4.67951,4,0.0666667
3,9.99148,4.65635,1,0.02
4,13.1307,5.22379,4,0.0533333
5,11.6279,4.8599,3,0.1
6,11.2438,5.11388,4,0.0866667
7,12.92,5.36321,5,0.126667
8,13.654,5.60109,2,0.0533333
9,11.5346,5.55832,4,0.06
10,13.6494,5.64051,3,0.0266667
11,12.0956,5.78896,6,0.126667
12,11.595,5.56965,4,0.0866667
13,13.1925,5.29277,4,0.1
14,14.4078,5.75584,6,0.113333
15,15.7404,6.1528,3,0.06
16,16.1169,6.14065,2,0.0533333
17,15.3278,6.43,5,0.12
18,15.2167,6.77852,4,0.106667
19,16.0847,7.44402,4,0.133333
20,17.0634,6.43469,9,0.32
21,17.802,7.0886,8,0.453333
22,16.4444,7.03955,7,0.26
23,19.2297,7.10459,9,0.226667
24,17.5877,6.63557,7,0.226667
25,17.0851,7.16844,7,0.18
26,15.3385,7.23363,6,0.206667
27,18.4846,7.85132,8,0.406667
28,18.4505,8.08612,8,0.56
29,18.986,8.08228,9,0.526667
30,16.783,7.28164,5,0.206667
31,19.4791,7.94979,10,0.573333
32,17.9628,8.17165,8,0.593333
33,17.5655,7.98206,8,0.493333
34,18.2854,8.32029,8,0.713333
35,19.0822,8.09622,9,0.506667
36,16.3163,7.94184,7,0.526667
37,18,8.01754,7,0.42
38,19.4793,8.57639,10,0.393333
39,18.1014,8.58074,8,0.613333
40,18.5743,8.44029,8,0.433333
41,19.0822,8.37682,9,0.7
42,19.0822,8.9487,9,1.01333
43,19.4793,8.34627,10,0.753333
44,18.4749,9.27914,10,0.56
45,18.2469,8.56276,8,0.686667
46,17.3161,8.81807,8,0.793333
47,16.1606,8.54547,5,0.526667
48,18.2752,9.20568,7,0.726667
49,18.9934,8.4598,9,0.76
50,19.1457,9.26778,9,1.15333
51,17.9661,8.91393,7,1.1
52,18.8064,9.67103,9,1.00667
53,18.6534,9.54421,9,1.31333
54,18.445,9.00279,8,0.886667
55,18.4949,9.85025,8,1.09333
56,18.9408,9.17315,9,1.25333
57,18.8944,9.60651,8,1.14667
58,18.6755,9.55227,8,1.25333
59,18.8958,9.35185,9,1.50667
60,17.6232,8.25681,8,0.673333
61,18.4863,8.66398,9,0.786667
62,19.2853,9.19398,9,1.07333
63,17.8669,9.7332,6,1.08667
64,17.2871,9.53352,8,1.31333
65,16.9565,9.00415,9,1.02
66,18.5827,9.3826,8,1.10667
67,18.4216,8.86981,8,0.753333
68,19.1352,9.97809,9,1.21333
69,17.802,10.4242,8,2.27333
70,18.3265,10.4661,8,1.84667
71,19.0856,9.62311,9,1.98667
72,19.4847,10.2025,10,1.91333
73,18.5617,8.9829,9,1.16
74,19.1529,9.88246,10,1.78667
75,18.7737,10.6425,9,2.27333
76,18.1318,9.0066,8,1.38667
77,19.4794,10.0475,10,1.77333
78,18.9322,10.1902,9,1.43333
79,18.9488,9.6231,9,1.34667
80,19.1179,9.55065,10,1.33333
81,19.4816,10.4096,10,2.01333
82,18.8715,11.1812,9,2.14667
83,17.9766,10.9784,8,1.96667
84,17.8946,10.7481,7,1.70667
85,18.7731,10.2918,9,1.8
86,18.8755,11.1103,9,2.02
87,17.6309,10.1224,8,1.87333
88,17.9934,10.8384,7,1.72
89,17.8455,10.7151,8,1.67333
90,18.9126,10.7177,9,1.96
91,18.496,10.6494,9,2.12
92,18.1509,11.1042,9,2.12
93,18.5784,10.5241,9,1.54
94,17.3203,10.5535,7,1.8
95,19.1884,10.9333,9,2.18
96,18.8878,10.6895,9,2.10667
97,19.2056,10.985,9,1.76
98,19.267,11.1147,9,2.31333
99,19.4823,10.9645,10,2.40667
100,18.9555,10.828,9,2.98
101,19.4856,11.5444,10,3.01333
102,17.9999,10.0862,8,2.27333
103,19.4821,10.832,10,2.50667
104,19.4799,11.362,10,2.81333
105,19.4798,11.1221,10,2.58667
106,19.4799,11.1368,10,2.44
107,19.0829,10.857,9,2.38
108,19.4834,11.3512,10,2.20667
109,18.661,10.5704,8,1.78667
110,18.8701,10.5248,10,2.12667
111,19.1441,11.5864,9,2.01333
112,19.4811,11.691,10,2.27333
113,19.1634,10.5733,9,1.81333
114,19.2047,10.883,9,2.00667
115,19.4821,11.2149,10,2.12667
116,19.2085,11.441,9,2.75333
117,18.9969,10.4592,9,2.08667
118,18.7444,10.5916,9,2.46
119,18.6795,10.8509,9,2.06
120,19.1694,10.6203,8,1.74
121,19.4846,10.9629,10,2.16667
122,18.4643,10.4897,9,1.85333
123,18.861,10.0563,9,1.7
124,19.2173,10.4216,10,2.28
125,18.8082,9.98276,8,1.58
126,18.8701,10.2167,9,1.63333
127,18.3482,10.8763,8,1.25333
128,17.7949,9.73807,8,0.826667
129,18.862,10.4161,7,1.04
130,18.3936,10.4966,8,1.32
131,17.7132,9.43976,9,0.853333
132,18.5304,10.618,8,1.99333
133,17.7972,9.86079,7,1.08667
134,17.5452,7.46207,7,1.31333
135,19.1947,7.6109,9,1.68
136,17.9407,8.61931,8,0.933333
137,18.339,8.77247,8,1.38
138,18.7041,8.65504,9,1.31333
139,18.1065,9.33665,8,1.62
140,19.099,9.9259,9,1.50667
141,18.4782,10.1461,9,1.46
142,17.2108,9.71473,7,1.35333
143,19.1587,10.3877,8,1.64
144,18.918,9.66822,8,1.34667
145,17.9504,10.6124,7,1.20667
146,18.5034,9.83874,8,1.31333
147,19.1475,10.8154,8,1.7
148,18.4682,9.99813,10,1.67333
149,18.463,10.283,6,1.1
150,19.4817,10.8067,10,1.79333
151,18.5946,10.2986,8,1.29333
152,17.8511,9.84816,7,0.833333
153,17.8599,10.7474,7,1.08667
154,19.2548,10.6914,9,1.6
155,19.4825,9.89433,10,1.25333
156,18.2853,9.81422,8,1.13333
157,18.6323,9.95383,9,1.08
158,18.5274,10.6872,9,1.02
159,18.6784,10.9078,9,1.06667
160,18.7705,10.9227,9,1.31333
161,18.0647,10.4669,9,1.59333
162,18.5944,9.88145,8,1.43333
163,17.6093,9.31679,8,1.16
164,18.6438,10.6575,9,1.74667
165,18.1252,9.93015,7,1.2
166,18.6604,10.3202,9,1.28
167,17.6605,9.38155,7,0.886667
168,17.7073,9.35475,8,1.12
169,19.0562,9.975,8,1.58
170,18.6446,10.0979,9,1.41333
171,17.8436,9.56784,7,1.38
172,19.0254,10.6736,8,1.7
173,18.5298,10.866,7,1.48
174,18.5676,10.6412,8,1.37333
175,18.2739,10.1759,8,1.22667
176,18.8435,10.444,8,1.27333
177,18.2837,10.2638,7,1.31333
178,19.4298,10.7484,9,1.79333
179,18.9039,10.2009,9,1.62
180,18.1934,9.8602,7,1.31333
181,18.5862,10.049,8,1.14667
182,18.7567,9.77692,8,1.12
183,18.0911,9.68424,7,1.04667
184,18.5336,10.3356,8,1.26667
185,18.513,9.9463,8,1.21333
186,18.0055,10.5254,8,1.3
187,19.1451,9.68978,10,1.56667
188,18.5858,9.92886,8,1.38
189,19.2242,9.87386,9,1.54667
190,19.4826,10.5558,10,1.56667
191,18.0201,10.5353,8,1.03333
192,17.8954,10.4033,8,1.84
193,18.526,10.9338,9,2.09333
194,19.2289,10.9688,9,2.14
195,18.9623,11.372,9,2.08
196,18.0486,11.6807,10,2
197,19.483,11.1449,10,1.68
198,17.619,10.2809,7,1.37333
199,18.6726,10.9072,9,1.42
200,18.4803,11.0443,9,1.8
201,17.7341,10.8245,7,1.28
202,18.7758,10.7549,9,1.82667
203,18.2894,11.4056,8,1.67333
204,17.3637,11.1664,7,1.52
205,17.432,11.0689,7,1.47333
206,18.6389,11.4945,9,1.64667
207,19.4829,11.166,10,1.88
208,17.726,11.5896,8,1.17333
209,19.481,11.3665,10,1.91333
210,18.9075,10.4563,8,1.5
211,18.4544,11.0258,8,1.16667
212,18.694,11.2032,8,1.38667
213,19.2041,10.9264,9,1.43333
214,18.6394,10.8806,8,1.1
215,18.9841,10.5884,8,1.4
216,19.2067,11.8691,9,1.70667
217,18.9187,11.6251,9,2.1
218,19.4827,11.025,10,2.06667
219,18.798,11.617,10,1.44667
220,18.719,11.0171,8,1.50667
221,18.9599,11.4752,8,1.76
222,18.6404,10.2718,9,1.60667
223,17.6066,8.54342,8,1.19333
224,18.1708,10.5137,7,1.02667
225,18.4819,9.08449,8,0.906667
226,18.3273,10.0117,8,1.38667
227,19.4563,11.0749,9,2.50667
228,19.2845,10.6656,9,1.70667
229,19.2214,10.0617,9,1.72667
230,18.461,10.3315,9,1.81333
