1,10.8618,3.30232,9,0.34,0.0793005,1.11463
2,12.5417,5.57017,11,0.726667,0.0731044,1.41112
3,14.8318,6.27917,6,0.166667,0.0680596,1.00775
4,13.5381,5.81182,7,0.213333,0.0667976,1.24332
5,14.9523,7.02201,12,0.353333,0.0686849,1.16368
6,16.8178,6.3681,10,0.293333,0.0658418,1.07373
7,14.6714,6.87176,5,0.2,0.0660882,1.09772
8,16.8012,6.7807,4,0.233333,0.0663503,0.903782
9,15.8333,7.08346,9,0.28,0.066143,1.05174
10,13.2397,6.95529,9,0.34,0.0664259,0.929493
11,15.8178,8.09107,8,0.266667,0.0671114,1.16872
12,13.6975,7.70112,12,0.246667,0.0700979,1.11858
13,14.3407,7.99529,5,0.22,0.0686775,0.97152
14,13.7061,7.04425,6,0.4,0.0653703,1.16327
15,14.9526,8.14084,9,0.386667,0.0699785,1.0551
16,12.4199,7.58732,7,0.246667,0.0645811,1.00016
17,17.1666,7.71094,7,0.393333,0.0675177,1.01058
18,16.1821,8.16045,7,0.28,0.06751,1.04461
19,15.0544,7.35334,8,0.4,0.0652767,1.00635
20,15.0601,8.28043,11,0.546667,0.0678168,1.05302
21,13.7059,7.21856,8,0.433333,0.0651232,1.04801
22,15.5302,8.42901,6,0.246667,0.0666821,1.01914
23,16.4891,8.8741,10,0.413333,0.0681577,1.02756
24,14.6913,8.47556,6,0.386667,0.0667193,1.06392
25,15.9647,8.52635,6,0.326667,0.0677944,1.12046
26,17.3775,9.10687,12,0.52,0.073542,1.03537
27,16.119,8.26817,6,0.36,0.0675773,1.07933
28,14.8869,8.09566,6,0.52,0.066021,1.26432
29,16.5859,9.01732,9,0.573333,0.0689651,1.22967
30,13.8217,8.62879,7,0.413333,0.066366,1.04506
31,16.8702,8.58206,9,0.66,0.0709648,0.933659
32,15.9651,8.52132,11,0.493333,0.068587,1.03376
33,15.4013,8.74838,8,0.573333,0.0689665,1.207
34,20.2971,8.9264,11,0.426667,0.0706547,1.16471
35,16.0725,8.70902,6,0.42,0.0674865,1.07637
36,16.7944,9.12492,7,0.613333,0.0696207,1.05451
37,15.568,9.36449,12,0.64,0.0779793,1.10025
38,19.93,8.9134,12,0.586667,0.0682604,0.983631
39,20.2969,9.23987,16,0.553333,0.0680984,1.15191
40,19.5612,8.44772,14,0.653333,0.0653977,0.996711
41,17.045,9.26199,11,0.7,0.0674885,1.12285
42,18.4792,9.41845,11,0.473333,0.0689442,0.988402
43,18.7521,9.35378,12,0.546667,0.0677366,1.0165
44,18.3709,9.83281,16,0.52,0.070075,1.09078
45,16.8755,9.16861,11,0.626667,0.0668727,1.16868
46,19.1158,8.9647,13,0.3,0.0679337,1.06236
47,17.4264,8.66027,11,0.34,0.0661655,1.11498
48,17.0844,8.98663,13,0.3,0.0670967,1.00705
49,14.6207,9.16225,7,0.346667,0.0667739,1.23505
50,18.222,9.29429,12,0.533333,0.0679621,1.21512
51,15.3908,8.90163,13,0.473333,0.0674567,1.17185
52,17.5225,9.26591,13,0.48,0.0672056,1.0962
53,17.3799,9.18626,8,0.426667,0.0662508,1.06313
54,19.1935,9.6727,14,0.546667,0.0675336,1.11262
55,18.3289,9.49226,12,0.506667,0.0660214,1.13452
56,15.6996,9.01809,7,0.46,0.0665439,1.24072
57,18.3447,9.39334,13,0.52,0.0696397,1.15284
58,16.5519,8.8704,9,0.64,0.0650362,1.03917
59,20.5499,9.99269,12,0.553333,0.0689956,1.05022
60,17.8345,9.3278,11,0.6,0.0664116,1.14362
61,17.1843,9.50725,15,0.666667,0.0701182,1.21432
62,15.526,8.79334,10,0.693333,0.0663476,1.27431
63,17.7095,9.74041,9,0.86,0.0684942,1.3465
64,17.7223,9.12439,9,0.426667,0.067906,1.13281
65,16.5037,9.52222,16,0.646667,0.0673419,1.21032
66,18.0008,10.4004,14,0.913333,0.0697244,1.14371
67,17.176,10.2221,12,0.933333,0.0677395,1.21093
68,15.6147,9.58733,16,0.786667,0.0670013,1.06915
69,20.1666,9.9773,15,1.12667,0.0674434,1.11435
70,16.2199,9.05306,11,1.23333,0.0681532,1.25328
71,18.5351,10.3009,10,0.906667,0.0721048,1.19105
72,14.1505,8.54325,5,0.506667,0.0659706,1.09169
73,15.3189,9.21795,9,0.533333,0.0701187,1.19073
74,16.9245,9.56332,10,0.3,0.0682786,1.10226
75,15.7846,9.70122,7,0.433333,0.0663125,1.14954
76,16.785,9.26713,6,0.346667,0.0676438,1.10503
77,16.6231,10.0074,7,0.76,0.0670312,1.25821
78,16.3408,9.72995,11,0.42,0.0682736,1.23535
79,17.6112,9.53295,8,0.753333,0.0675614,1.3105
80,18.1334,9.51752,10,0.593333,0.0659492,1.26912
81,17.1144,10.5294,10,0.766667,0.0679113,1.23581
82,14.7391,8.89123,7,0.653333,0.0641417,1.36693
83,16.6182,10.1899,8,0.78,0.0681314,1.33975
84,16.8562,10.4352,7,0.64,0.0692587,1.29326
